158.5 -132,108.5 -252,-71.5 -240,-165.5 -202,-177.5 -86,-215.5 66,-203.5 224,-119.5 342,-1.5 330,126.5 294,166.5 200
30.5 290,-45.5 400,6.5 366,74.5 362,130.5 396,74.5 444,-47.5 444
